,id,ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,have_extracts,have_pdfs
0,300834367,300834367,BALTIMORE MARINE VETERANS INC,% JACK COLLERAN,1426 E FORT AVE,BALTIMORE,MD,21230-5247,0,3,3,1000,2022-07-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,W30,,2023-01-17T16:19:44.601Z,2023-01-17T16:19:44.601Z,,,
0,521472076,521472076,BALTIMORE MENS CHORUS INC,,101 E SUSQUEHANNA AVE,TOWSON,MD,21286-5220,0,3,3,1000,1986-10-01,1,16,089000000,1,1,,0,0,0,0,6,,,,,,2023-01-17T16:24:23.567Z,2023-01-17T16:24:23.567Z,,,
0,521371304,521371304,BALTIMORE MUNICIPAL GOLF CORPORATION,,6131 HILLEN RD,BALTIMORE,MD,21239-2443,0,3,3,1200,1985-07-01,1,16,288297000,1,1,2021-12-01,7,7,1,0,12,5865972,8875862,8297007,N6AZ,,2023-01-17T16:24:22.604Z,2023-01-17T16:24:22.604Z,,,
0,521205675,521205675,BALTIMORE MUSEUM OF INDUSTRY,% BETSY H HESS PRESIDENT,1415 KEY HWY,BALTIMORE,MD,21230-5115,0,3,3,2000,1981-05-01,1,15,060000000,1,1,2021-06-01,6,6,1,0,6,4422944,1786908,1773547,A540,,2023-01-17T16:24:19.203Z,2023-01-17T16:24:19.203Z,,,
0,521189578,521189578,BALTIMORE OPERATION SAIL LTD,% RONALD BANASZ/LAURA STEV,3720 DILLON ST,BALTIMORE,MD,21224-5202,0,3,3,1200,1975-07-01,1,15,064119000,1,1,2021-12-01,3,3,2,0,12,64861,30471,30471,N67Z,,2023-01-17T16:24:18.941Z,2023-01-17T16:24:18.941Z,,,
0,237360551,237360551,BALTIMORE PARKING ASSOCIATION INC,% BENJAMIN K GREENWALD,300 E LOMBARD ST STE 630,BALTIMORE,MD,21202-3227,0,6,3,2000,2014-04-01,2,0,123205000,1,1,2021-12-01,0,0,2,0,12,0,0,0,S41,,2023-01-17T16:18:24.737Z,2023-01-17T16:18:24.737Z,,,
0,526054895,526054895,BALTIMORE ROTARY FOUNDATION INC,,18 BUCHANAN RD,BALTIMORE,MD,21212-1045,0,3,3,1000,1957-07-01,1,17,602000000,1,1,2021-06-01,6,5,1,0,6,3219560,578224,305356,S80Z,,2023-01-17T16:24:36.474Z,2023-01-17T16:24:36.474Z,,,
0,262811742,262811742,BALTIMORE SCIENCE FAIR INC,,228 PALOMINO WAY,RED LION,PA,17356-7911,0,3,3,1000,2008-09-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,O50,,2023-01-17T16:19:09.729Z,2023-01-17T16:19:09.729Z,,,
0,760710450,760710450,BALTIMORE SIKH SOCIETY INC,,1731 RITA RD,DUNDALK,MD,21222-1254,0,3,3,7000,2003-05-01,1,10,000000000,1,1,2021-12-01,4,3,6,0,12,223186,90483,90483,X99,,2023-01-17T16:26:00.813Z,2023-01-17T16:26:00.813Z,,,
0,521787364,521787364,BALTIMORE TALL CLUB INC,% JOHN LEONARD WALTMAN JR,10811 OAK FOREST DR,HAGERSTOWN,MD,21740-7735,0,7,3,1000,1992-09-01,2,0,319000000,1,1,2020-12-01,1,1,2,0,12,779,779,779,,,2023-01-17T16:24:26.990Z,2023-01-17T16:24:26.990Z,,,
0,463220672,463220672,BALTIMORE TRANSIT CAMPAIGN INC,% ROBIN BUDISH,516 N CHARLES ST STE 312,BALTIMORE,MD,21201-5051,0,3,3,1000,2014-08-01,1,15,000000000,1,1,2021-12-01,2,3,1,0,12,21833,50170,50170,W40,,2023-01-17T16:23:18.199Z,2023-01-17T16:23:18.199Z,,,
0,852917789,852917789,BALTIMORE UNITY HALL INC,,5516 UPPINGHAM ST,CHEVY CHASE,MD,20815-5508,0,3,3,1000,2021-05-01,1,3,000000000,1,1,2021-12-01,1,3,0,1,12,3773,75093,,S20,,2023-01-17T16:27:35.910Z,2023-01-17T16:27:35.910Z,,,
0,824161554,824161554,BALTIMORE WASHINGTON KASHRUT COUNCIL,% RABBI KEN COHEN,5601 SPRINGFIELD DR,BETHESDA,MD,20816-1239,0,3,3,2700,2018-04-01,1,16,000000000,5,1,2021-12-01,0,0,2,0,12,0,0,0,X30,,2023-01-17T16:26:44.784Z,2023-01-17T16:26:44.784Z,,,
0,520238400,520238400,BALTIMORE YACHT CLUB INC,% ROBIN URBANSKI / LOLA,800 BALTIMORE YACHT CLUB RD,BALTIMORE,MD,21221-2051,0,7,3,1000,1946-04-01,2,0,280000000,1,1,2021-09-01,5,6,1,0,9,864363,2124082,1427393,,,2023-01-17T16:24:13.557Z,2023-01-17T16:24:13.557Z,,,
0,470870596,470870596,BLAQ EQUITY BALTIMORE INC,% CARLTON SMITH,920 E 37TH ST,BALTIMORE,MD,21218-2014,0,3,3,1000,2011-10-01,1,15,000000000,1,1,2020-12-01,3,3,2,0,12,37665,33000,33000,R26,CENTER FOR BLACK EQUITY-BALTIMORE,2023-01-17T16:23:37.840Z,2023-01-17T16:23:37.840Z,,,
0,510668738,510668738,CHAVERIM OF BALTIMORE INC,% DAVID KNOPF,2705 MAURLEEN CT,BALTIMORE,MD,21209-1418,0,3,3,1000,2008-09-01,1,15,000000000,1,1,2020-06-01,0,0,2,0,6,0,0,0,P61,,2023-01-17T16:24:13.126Z,2023-01-17T16:24:13.126Z,,,
0,311480933,311480933,CHILDRENS SCHOLARSHIP FUND BALTIMORE,,PO BOX 5282,BALTIMORE,MD,21224-0282,0,3,3,1200,1997-01-01,1,15,994040000,1,1,2021-06-01,6,5,1,0,6,1296586,951664,951664,B82,,2023-01-17T16:20:00.523Z,2023-01-17T16:20:00.523Z,,,
0,461573193,461573193,CHURCHONE OF BALTIMORE INC,% ED DEYOUNG,1914 RUXTON RD,TOWSON,MD,21204-3509,0,3,3,7000,2014-07-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:23:10.758Z,2023-01-17T16:23:10.758Z,,,
0,464636408,464636408,CURSILLO MOVEMENT OF BALTIMORE,,19 CHELSEA CT,ANNAPOLIS,MD,21403-1654,0,3,3,1000,2017-04-01,1,16,000000000,5,1,2021-12-01,0,0,2,0,12,0,0,0,X22,,2023-01-17T16:23:25.610Z,2023-01-17T16:23:25.610Z,,,
0,300318809,300318809,EAST BALTIMORE BAPTIST CHURCH,,PO BOX 5702,LUTHERVILLE,MD,21094-5702,1601,3,9,7000,1963-10-01,1,10,029002000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:19:40.729Z,2023-01-17T16:19:40.729Z,,,
0,822144582,822144582,FREE FOR ALL BALTIMORE,,5210 BIDDISON LN,BALTIMORE,MD,21206-4150,0,3,3,1200,2017-07-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,P30,,2023-01-17T16:26:35.946Z,2023-01-17T16:26:35.946Z,,,
0,521106790,521106790,IMMANUEL BAPTIST CHURCH-BALTIMORE,% REV JEFFREY SHULTZ,5050 BUCKS SCHOOL HOUSE RD,BALTIMORE,MD,21237-3323,1601,3,9,7000,1963-10-01,1,10,029002000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:18.111Z,2023-01-17T16:24:18.111Z,,,
0,462685854,462685854,IMPACT BALTIMORE EDC INC,% KENNETH O ROBINSON II,4111 DEER PARK RD,RANDALLSTOWN,MD,21133-1800,0,3,3,2000,2014-06-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,J21,,2023-01-17T16:23:15.551Z,2023-01-17T16:23:15.551Z,,,
0,820717409,820717409,IN THE LIGHT BALTIMORE,,5823 DILLON JOHN CT,WHITE MARSH,MD,21162-1131,0,3,3,7000,2021-02-01,1,10,029002000,1,1,,0,0,6,0,12,,,,,,2023-01-17T16:26:30.235Z,2023-01-17T16:26:30.235Z,,,
0,854003135,854003135,JUST US BALTIMORE INC,% TROY WILLIAMS,3518 VENETIAN RD,GWYNN OAK,MD,21207-6212,0,3,3,1000,2021-04-01,1,15,000000000,1,1,,0,0,2,0,12,,,,K30,,2023-01-17T16:27:39.688Z,2023-01-17T16:27:39.688Z,,,
0,823958645,823958645,MARTIAL CLUB OF BALTIMORE,,1041 HILLEN ST,BALTIMORE,MD,21202-4124,0,3,3,1200,2018-02-01,1,16,000000000,1,1,,0,0,2,0,12,,,,N60,,2021-07-16T14:54:47.611Z,2021-07-16T14:54:47.611Z,pre_2021_08_24,,
0,141808953,141808953,NEW BALTIMORE CONSERVANCY INC,% BOB KNIGHTON,PO BOX 322,NEW BALTIMORE,NY,12124-0322,0,3,3,2100,2000-02-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,C500,,2023-01-17T16:12:53.748Z,2023-01-17T16:12:53.748Z,,,
0,371655767,371655767,NEW BALTIMORE FARMERS MARKET,% JOHN DUPRAY,PO BOX 116,NEW BALTIMORE,MI,48047-0116,0,3,3,1000,2015-04-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,P20,,2023-01-17T16:21:18.871Z,2023-01-17T16:21:18.871Z,,,
0,571140395,571140395,SPIRITIST SOCIETY OF BALTIMORE,% VANESSA ANSELONI,1818 CASSANDRA DR UNIT 101,ELDERSBURG,MD,21784-6952,0,3,3,1000,2003-06-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,X20,,2023-01-17T16:25:30.863Z,2023-01-17T16:25:30.863Z,,,
0,520671428,520671428,THE ARC BALTIMORE INC,,7215 YORK RD,BALTIMORE,MD,21212-1528,0,3,3,1200,1954-09-01,1,15,030059566,1,1,2021-06-01,8,9,1,0,6,33128702,53189184,53141561,P82Z,,2023-01-17T16:24:14.745Z,2023-01-17T16:24:14.745Z,,,
0,526011001,526011001,TRAFFIC CLUB OF BALTIMORE,,2200 BROENING HWY STE 105,BALTIMORE,MD,21224-6613,0,6,3,2000,1986-01-01,2,0,205040000,1,1,2021-12-01,3,3,2,0,12,38057,25301,703,,,2023-01-17T16:24:35.420Z,2023-01-17T16:24:35.420Z,,,
0,473998910,473998910,VOICES OF BALTIMORE INC,,929 HEPBURN LN,BEL AIR,MD,21014-6937,0,3,3,1270,2015-08-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,X83,,2023-01-17T16:23:54.545Z,2023-01-17T16:23:54.545Z,,,
0,272817856,272817856,ACTION CHAPEL INTERNATIONAL BALTIMORE,,6 AZAR CT,BALTIMORE,MD,21227-1503,0,3,3,7000,2016-07-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:19:28.371Z,2023-01-17T16:19:28.371Z,,,
0,461502760,461502760,BALTIMORE AREA NTRAK INC,% FREDRICK PAYNE,609 ELIZABETH RD,GLEN BURNIE,MD,21061-4676,0,3,3,2000,2015-02-01,1,16,000000000,1,1,2021-09-01,0,0,2,0,9,0,0,0,A80,BANTRAK,2023-01-17T16:23:10.447Z,2023-01-17T16:23:10.447Z,,,
0,232624278,232624278,BALTIMORE AVENUE REDEVELOPMENT CORPORATION,% BENJAMIN A SMALLWOOD,3900 FORD ROAD,PHILADELPHIA,PA,19131-2039,0,3,3,1000,1996-03-01,1,15,400402403,1,1,2021-12-01,6,4,1,0,12,1666451,162689,162689,S31Z,,2023-01-17T16:17:49.905Z,2023-01-17T16:17:49.905Z,,,
0,521959336,521959336,BALTIMORE BAIS DIN INC,,2310 SMITH AVE,BALTIMORE,MD,21209-2611,0,3,3,7000,1998-04-01,1,10,004000000,1,1,,0,0,6,0,12,,,,X30Z,,2023-01-17T16:24:29.831Z,2023-01-17T16:24:29.831Z,,,
0,520847361,520847361,BALTIMORE BAPTIST ASSOCIATION INC,% THERESA SASSARD,8203 A HARFORD ROAD,PARKVILLE,MD,21234-5888,1601,3,9,7000,1963-10-01,1,10,029002000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:15.888Z,2023-01-17T16:24:15.888Z,,,
0,841963561,841963561,BALTIMORE CARE BEARS INC,,7232 EARLY GOLDEN LN,PIKESVILLE,MD,21208-5855,0,3,3,1000,2020-11-01,1,15,000000000,1,1,,0,0,2,0,6,,,,M99,,2022-02-10T16:10:43.659Z,2022-02-10T16:10:43.659Z,pre_2022_03_18,,
0,201920772,201920772,BALTIMORE CATHOLIC LEAGUE INC,,8102 LA SALLE RD,TOWSON,MD,21286-8022,928,3,9,1700,1946-03-01,1,10,031150120,5,1,2021-06-01,1,1,2,0,6,6570,9224,2298,,,2023-01-17T16:17:05.837Z,2023-01-17T16:17:05.837Z,,,
0,521356846,521356846,BALTIMORE CHAMBER ORCHESTRA INC,,11 W MOUNT VERNON PL,BALTIMORE,MD,21201-5103,0,3,3,1200,1984-09-01,1,16,090000000,1,1,2021-06-01,4,4,1,0,6,133851,217663,187736,A69Z,,2023-01-17T16:24:22.316Z,2023-01-17T16:24:22.316Z,,,
0,526054521,526054521,BALTIMORE CITY DENTAL SOCIETY,% JOHN TAYLOR,1023 N CHARLES STREET,BALTIMORE,MD,21201-5410,0,6,3,1000,1953-12-01,2,0,059205000,5,1,2021-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:24:36.474Z,2023-01-17T16:24:36.474Z,,,
0,521961406,521961406,BALTIMORE CURRICULUM PROJECT INC,,2707 E FAYETTE ST,BALTIMORE,MD,21224-1205,0,3,3,1000,2014-09-01,1,16,149000000,1,1,2021-06-01,7,6,1,0,6,5418749,3771792,3771792,B90Z,,2023-01-17T16:24:29.831Z,2023-01-17T16:24:29.831Z,,,
0,475247670,475247670,BALTIMORE DISC GOLF INC,,1028 JAMIESON RD,LUTHERVILLE,MD,21093-4810,0,3,3,1000,2017-07-01,1,16,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,N70,,2023-01-17T16:24:00.456Z,2023-01-17T16:24:00.456Z,,,
0,46826272,46826272,BALTIMORE FAMILY FUND TR,% FOUNDATION SOURCE,FOUNDATION SOURCE 501 SILVERSIDE RD,WILMINGTON,DE,19809-0000,0,3,3,1000,1998-03-01,1,4,602000000,2,1,2021-12-01,6,5,0,1,12,3149104,762433,,Z99Z,SMITH NORMAN & DAVID BALTIMORE TTEE,2023-01-17T16:16:48.095Z,2023-01-17T16:16:48.095Z,,,
0,520634742,520634742,BALTIMORE MARITIME EXCHANGE INC,,3720 DILLON ST,BALTIMORE,MD,21224-5202,0,6,3,2000,1956-04-01,2,0,279200000,1,1,2021-12-01,5,4,1,0,12,527416,366510,355604,,,2023-01-17T16:24:14.577Z,2023-01-17T16:24:14.577Z,,,
0,851085205,851085205,BALTIMORE OLIVER COMMUNITY ASSOCIATION,,1400 E FEDERAL ST,BALTIMORE,MD,21213-2809,0,3,3,1000,2020-06-01,1,15,000000000,5,1,2022-07-01,0,0,2,0,7,0,0,0,S22,,2023-01-17T16:27:29.946Z,2023-01-17T16:27:29.946Z,,,
0,453795435,453795435,BALTIMORE OPEN THEATRE INC,% JULIANNE FRANZ,5021 ROLAND AVE 1ST FL,BALTIMORE,MD,21210-2220,0,3,3,1200,2012-02-01,1,15,000000000,1,1,2018-06-01,0,0,2,0,6,0,0,0,A6,BALTIMORE OPEN THEATRE,2022-02-10T16:06:53.128Z,2022-02-10T16:06:53.128Z,pre_2022_03_18,,
0,844950493,844950493,BALTIMORE ORCHARD PROJECT INC,% DEBORAH S HOWARD,3127 GUILFORD AVE,BALTIMORE,MD,21218-3420,0,3,3,1200,2020-08-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:27:25.769Z,2023-01-17T16:27:25.769Z,,,
0,521909176,521909176,BALTIMORE PUBLIC MARKETS CORPORATION,,400 W LEXINGTON ST,BALTIMORE,MD,21201-1752,0,3,3,1000,1995-11-01,1,15,994000000,1,1,2021-06-01,8,6,1,0,6,11825920,4321835,4321835,S99,,2023-01-17T16:24:29.187Z,2023-01-17T16:24:29.187Z,,,
0,834639384,834639384,BALTIMORE RATTLERS BASEBALL ACADEMY,% DOMINIC E PETERS,8317 LIBERTY RD,WINDSOR MILL,MD,21244-3127,0,3,3,1000,2019-07-01,1,16,000000000,1,1,,0,0,1,0,12,,,,N63,,2022-07-18T15:48:22.595Z,2022-07-18T15:48:22.595Z,pre_2022_08_11,,
0,204704816,204704816,BALTIMORE TAIWANESE WOMEN ASSOCIATION,,PO BOX 13704,PHOENIX,MD,21131-0000,0,3,3,1000,2022-05-01,1,16,000000000,5,1,,0,0,2,0,1,,,,A11,BTWA,2023-01-17T16:17:16.263Z,2023-01-17T16:17:16.263Z,,,
0,460738285,460738285,BALTIMORE UNDERGROUND SCIENCE SPACE,% THOMAS BURKETT,101 N HAVEN ST STE 105,BALTIMORE,MD,21224-1635,0,3,3,2800,2015-11-01,1,16,000000000,1,1,2021-12-01,4,4,1,0,12,100638,202106,202106,B28,,2023-01-17T16:23:07.036Z,2023-01-17T16:23:07.036Z,,,
0,521244579,521244579,BALTIMORE VEDIC SOCIETY INC,,200 BLOOMSBURY AVE,CATONSVILLE,MD,21228-5222,0,40,3,1000,1982-10-01,2,0,007000000,1,1,,0,0,0,0,12,,,,,,2023-01-17T16:24:20.155Z,2023-01-17T16:24:20.155Z,,,
0,825286581,825286581,BATMAN IN BALTIMORE CO,,PO BOX 450,MILLERSVILLE,MD,21108-0450,0,3,3,1000,2022-01-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,T12,,2023-01-17T16:26:48.908Z,2023-01-17T16:26:48.908Z,,,
0,352402420,352402420,CASA BALTIMORE-LIMAY INC,% CAROL BERMAN,1302 MERIDENE DR,BALTIMORE,MD,21239-2025,0,3,3,1000,2012-11-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,Q33,CASA BALTIMORE-LIMAY,2023-01-17T16:20:42.939Z,2023-01-17T16:20:42.939Z,,,
0,474239959,474239959,EAST BALTIMORE HISTORICAL LIBRARY,% NIA REDMOND,1425 N DECKER AVE,BALTIMORE,MD,21213-3901,0,3,3,1200,2016-05-01,1,15,000000000,1,1,2021-12-01,3,1,2,0,12,26876,4400,4400,S20,,2023-01-17T16:23:55.502Z,2023-01-17T16:23:55.502Z,,,
0,520305098,520305098,ENGINEERING SOCIETY OF BALTIMORE,,11 W MOUNT VERNON PL,BALTIMORE,MD,21201-5103,0,7,3,1000,1939-08-01,2,0,059279000,1,1,2021-06-01,7,6,1,0,6,8049509,1057399,922150,,,2023-01-17T16:24:13.557Z,2023-01-17T16:24:13.557Z,,,
0,521891491,521891491,FULL GOSPEL BALTIMORE CHURCH,% WOO KEUN KANG,2123 W JOPPA RD,LUTHERVILLE,MD,21093-4704,4083,3,9,7000,1986-06-01,1,10,001000000,5,1,2021-12-01,5,4,6,0,12,864719,206976,206976,X99Z,,2023-01-17T16:24:28.862Z,2023-01-17T16:24:28.862Z,,,
0,113834672,113834672,GHANAIAN ASSOCIATION OF BALTIMORE,% CHARLES SARBENG,PO BOX 154,OWINGS MILLS,MD,21117-0154,0,3,3,1200,2014-09-01,1,16,000000000,1,1,2018-12-01,0,0,2,0,12,0,0,0,P84,,2022-07-18T15:40:48.663Z,2022-07-18T15:40:48.663Z,pre_2022_08_11,,
0,521701600,521701600,GRACE BAPTIST CHURCH-BALTIMORE,,3201 THE ALAMEDA,BALTIMORE,MD,21218-3642,1601,3,9,7000,1963-10-01,1,10,029002000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:25.388Z,2023-01-17T16:24:25.388Z,,,
0,520645650,520645650,GREATER BALTIMORE COMMITTEE INC,,111 S CALVERT ST,BALTIMORE,MD,21202-6174,0,4,3,1000,1957-03-01,2,0,402400124,1,1,2021-12-01,7,6,1,0,12,5326017,2525448,2458948,,,2023-01-17T16:24:14.745Z,2023-01-17T16:24:14.745Z,,,
0,204465333,204465333,GREATER BALTIMORE HISTORY ALLIANCEINC,% HEIDI GLATFELTER,1524 HOLLINS ST,BALTIMORE,MD,21223-2418,0,3,3,1200,2006-06-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,A80,,2023-01-17T16:17:15.571Z,2023-01-17T16:17:15.571Z,,,
0,526049658,526049658,GREATER BALTIMORE MEDICAL CENTER,% FINANCE DEPT,6701 N CHARLES ST,BALTIMORE,MD,21204-6808,0,3,3,1000,1996-11-01,1,12,179000000,1,1,2021-06-01,9,9,1,0,6,842753767,653086075,623460207,E220,,2023-01-17T16:24:36.196Z,2023-01-17T16:24:36.196Z,,,
0,521122140,521122140,HIBERNIAN SOCIETY OF BALTIMORE,% PRESIDENT OF SOCIETY,PO BOX 18,TIMONIUM,MD,21094-0018,0,3,3,1000,1978-07-01,1,16,040000000,1,1,2021-03-01,6,3,2,0,3,1145997,45967,33886,B82Z,,2023-01-17T16:24:18.318Z,2023-01-17T16:24:18.318Z,,,
0,882168330,882168330,KAIRALI OF BALTIMORE CHARITY,,9218 GEORGIA BELLE DR,PERRY HALL,MD,21128-9780,0,3,3,1000,2022-05-01,1,15,000000000,1,1,,0,0,2,0,12,,,,A99,,2023-01-17T16:28:03.494Z,2023-01-17T16:28:03.494Z,,,
0,841752739,841752739,KEYS IN BALTIMORE INC,,2223 ANNAPOLIS RD,BALTIMORE,MD,21230-3113,0,3,3,1000,2019-06-01,1,15,000000000,1,1,2019-12-01,0,1,2,0,12,0,8785,0,L20,,2023-01-17T16:27:08.862Z,2023-01-17T16:27:08.862Z,,,
0,463122039,463122039,KOLLEL D BALTIMORE INC,% SHMUEL STOLL,15 WALKER AVE,BALTIMORE,MD,21208-4023,0,3,3,7000,2014-04-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:23:17.733Z,2023-01-17T16:23:17.733Z,,,
0,861348645,861348645,MICAH FORUM BALTIMORE INC,,829 E BELVEDERE AVE,BALTIMORE,MD,21212-3723,0,3,3,1237,2021-04-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,X99,,2023-01-17T16:27:42.267Z,2023-01-17T16:27:42.267Z,,,
0,526045016,526045016,MIKVAH OF BALTIMORE INC,,3207 CLARKS LANE,BALTIMORE,MD,21215-2661,0,3,3,7000,1962-10-01,1,15,000000000,1,1,,0,0,13,0,6,,,,,,2023-01-17T16:24:35.897Z,2023-01-17T16:24:35.897Z,,,
0,521301154,521301154,NAMI METROPOLITAN BALTIMORE INC,,2601 N HOWARD ST STE 130,BALTIMORE,MD,21218-4964,0,3,3,1200,1983-10-01,1,15,166000000,1,1,2021-06-01,4,5,1,0,6,418549,682477,677429,F80Z,NAMI METROPOLITAN BALTIMORE INC,2023-01-17T16:24:21.241Z,2023-01-17T16:24:21.241Z,,,
0,814568381,814568381,NEW BALTIMORE BUSINESS ALLIANCE,,50740 LENOX ST,NEW BALTIMORE,MI,48047-1615,5762,6,9,3000,2010-08-01,2,0,000000000,1,1,2019-12-01,0,0,2,0,12,0,0,0,S02,,2021-04-17T14:08:17.018Z,2021-04-17T14:08:17.018Z,pre_2021_06_23,,
0,386089690,386089690,NEW BALTIMORE CIVIC CLUB,% THOMAS J THOMAS,42550 GARFIELD RD STE 105,CLINTON TWP,MI,48038-1644,0,4,3,1000,1950-03-01,2,0,349000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,,,2023-01-17T16:21:49.551Z,2023-01-17T16:21:49.551Z,,,
0,382282883,382282883,NEW BALTIMORE HISTORICAL SOCIETY,% BARBARA RODDY,51065 WASHINGTON ST,NEW BALTIMORE,MI,48047-2158,0,3,3,2000,1985-10-01,1,15,060000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:21:28.343Z,2023-01-17T16:21:28.343Z,,,
0,462655857,462655857,NEW BALTIMORE INTERFAITH CHOIR,,49401 HEATH PLACE CT,CHESTERFIELD,MI,48047-3780,0,3,3,1000,2015-04-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A6B,,2023-01-17T16:23:15.481Z,2023-01-17T16:23:15.481Z,,,
0,237106637,237106637,NORTH BALTIMORE EDUCATION ASSOCIATION,% PAULA BEAUPRY,601 N 3RD ST,N BALTIMORE,OH,45872-1012,0,6,3,2000,1971-06-01,2,0,205566000,5,1,2021-08-01,0,0,2,0,8,0,0,0,,,2023-01-17T16:18:09.270Z,2023-01-17T16:18:09.270Z,,,
0,521189136,521189136,PRIDE OF BALTIMORE INC,% PAULA BELLETIERE,1240 KEY HWY,BALTIMORE,MD,21230-4329,0,3,3,1000,1981-09-01,1,15,119000000,1,1,2021-12-01,6,6,1,0,12,1423944,1215074,1205978,,,2023-01-17T16:24:18.941Z,2023-01-17T16:24:18.941Z,,,
0,521020690,521020690,SOUTH BALTIMORE CAP INCORPORATED,,1435 S HANOVER ST,BALTIMORE,MD,21230-4438,0,3,3,1000,1976-05-01,1,15,573000000,1,1,2018-06-01,4,4,1,0,6,157149,267069,267069,F22Z,,2022-02-10T16:08:03.235Z,2022-02-10T16:08:03.235Z,pre_2022_03_18,,
0,471160257,471160257,SOUTH BALTIMORE NETWORK INC,,1441 LIGHT STREET,BALTIMORE,MD,21230,,,,,,,,,,,,,,,,,,,,,,2022-04-13T14:13:48.021Z,2022-04-13T14:13:48.021Z,xml_backfill,,
0,521270591,521270591,THE BALTIMORE ASSEMBLY INCORPORATED,% MS FAITH MILLSPAUGH,2312 GREENSPRING VALLEY RD,STEVENSON,MD,21153-0652,0,7,3,1000,1984-12-01,0,0,000000000,5,1,2022-02-01,2,0,2,0,2,18345,0,0,,,2023-01-17T16:24:20.594Z,2023-01-17T16:24:20.594Z,,,
0,526018902,526018902,THE VILLAGE CHURCH BALTIMORE,,PO BOX 4822,BALTIMORE,MD,21211-0822,1601,3,9,7000,1963-10-01,1,10,029002000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:35.512Z,2023-01-17T16:24:35.512Z,,,
0,263326310,263326310,TOGOLESE ASSOCIATION OF BALTIMORE,,4631 HAZELWOOD AVE,BALTIMORE,MD,21206-2813,0,3,3,1200,2015-04-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A23,,2023-01-17T16:19:12.012Z,2023-01-17T16:19:12.012Z,,,
0,454927896,454927896,2 BALTIMORE CHAPTER INC,,2657-G ANNAPOLIS RD STE 472,HANOVER,MD,21076-1262,0,6,3,1000,2013-04-01,2,0,000000000,1,1,2019-12-01,1,1,2,0,12,9710,3600,3600,S41,,2023-01-17T16:23:01.632Z,2023-01-17T16:23:01.632Z,,,
0,454935477,454935477,ARTISTIC SYNERGY OF BALTIMORE,,8212 PHILADELPHIA RD,ROSEDALE,MD,21237-2833,0,3,3,1200,2015-06-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A60,,2023-01-17T16:23:01.632Z,2023-01-17T16:23:01.632Z,,,
0,521356391,521356391,BALTIMORE 711 FRANCHISE OWNERS,% JOSEPH J KROPKOWSKI JR,9410 HARFORD RD,PARKVILLE,MD,21234-3118,0,6,3,2000,1985-06-01,2,0,200205000,1,1,2021-08-01,4,2,2,0,8,163919,17351,17351,,,2023-01-17T16:24:22.316Z,2023-01-17T16:24:22.316Z,,,
0,521948745,521948745,BALTIMORE ALGEBRA PROJECT INC,,235 HOLLIDAY AVENUE,BALTIMORE,MD,21202,,,,,,,,,,,,,,,,,,,,,,2023-01-30T20:09:03.190Z,2023-01-30T20:09:03.190Z,xml_backfill,,
